
amsterdam,revenue,6.027965316263041,27.768804892908722,0.980043554933895
amsterdam,booking_rate,0.05068291380595238,0.09625911512668284,0.9999906244355228
barcelona,revenue,13.987245626994678,71.97201795324423,0.9250220946187041
barcelona,booking_rate,0.39310400959478936,1.981331236410813,0.996988100831767
antwerp,revenue,13.057311397331887,76.3345272613705,0.809406952523359
antwerp,booking_rate,0.4180993031740642,0.47960881564688235,0.9998313150680113
venice,revenue,11.146156811423522,119.38272685798951,0.9935284990209805
venice,booking_rate,0.3907093633281645,3.111993162305283,0.9914668407980899
fort-worth,revenue,4.741214132194682,10.393333157906605,0.9889088623577375
fort-worth,booking_rate,0.1483058299364056,0.23585294072639598,0.9999416613724761
