,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,property_type,room_type,bedrooms,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,price,price_avg,price_std,beds,accommodates,reviews_per_month,availability_60,availability_90,availability_365,revenue,booking_rate,bathrooms_text,price_per_person,accom_per_bed,price_surge_percent,price_std_percent
661,"Antwerp, Belgium",within a few hours,100.0,85.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,3,1125,t,0,19,12,0,4.95,4.84,4.74,4.95,4.95,4.89,4.95,f,95.0,95.0,0.0,2.0,4.0,0.48,7,7,7,1.821917808219178,1.9178082191780823,1 bath,23.75,2.0,0.0,0.0
662,"Antwerp, Belgium",within an hour,100.0,94.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,2,362,t,16,127,51,3,4.85,4.91,4.9,4.87,4.84,4.78,4.83,f,65.47945205479452,65.47945205479452,8.739372807105116,2.0,4.0,3.16,42,52,52,9.904109589041095,14.246575342465754,1 bath,16.36986301369863,2.0,0.0,13.3467408978802
663,"Antwerp, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,3,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,2,7,t,0,17,2,0,4.76,4.94,4.71,4.76,4.88,4.65,4.71,f,103.10958904109589,103.10958904109589,9.704651716601633,2.0,4.0,0.42,0,0,0,0.0,0.0,1 bath,25.777397260273972,2.0,0.0,9.411977883777325
664,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,4,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Private room in rental unit,Private room,1.0,30,1125,t,0,12,1,0,4.92,4.83,4.5,4.83,4.92,4.75,4.75,t,33.0,33.0,0.0,1.0,1.0,0.31,0,0,215,19.438356164383563,58.9041095890411,1 shared bath,33.0,1.0,0.0,0.0
665,host location not available,response not available,94.5228426395939,53.0,f,host neighbourhood not available,2,"['email', 'phone']",f,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.526491646778043,1,30,t,0,7,2,0,4.0,4.0,4.14,4.43,4.71,4.14,4.0,f,139.0,139.0,0.0,1.0,2.0,0.17,0,0,0,0.0,0.0,1 bath,69.5,2.0,0.0,0.0
666,"Schoten, Belgium",within a few hours,86.0,78.0,f,Saint Kevin's,6,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,7,130,t,0,25,4,0,4.68,4.68,4.68,4.76,4.72,4.68,4.76,f,103.28767123287672,103.28767123287672,9.384168706347824,1.0,2.0,0.64,0,0,0,0.0,0.0,1.5 baths,51.64383561643836,2.0,0.0,9.085468376172296
667,"Antwerp, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,1,30,t,2,221,92,8,4.94,4.95,4.95,4.95,4.95,4.97,4.93,t,111.01643835616439,111.01643835616439,14.181893479520236,1.0,2.0,5.58,15,33,295,92.41643835616438,80.82191780821918,1 bath,55.50821917808219,2.0,0.0,12.774588781187251
668,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,156,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,5,t,9,105,48,3,4.31,4.38,4.09,4.53,4.52,4.8,4.3,t,74.66301369863014,74.66301369863014,35.694504713146614,4.0,6.0,2.71,30,60,324,64.86849315068493,88.76712328767124,1.5 baths,12.443835616438356,1.5,0.0,47.807479158588414
669,"Antwerp, Belgium",within an hour,100.0,57.0,f,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire townhouse,Entire home/apt,2.0,2,1125,t,13,3,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,230.76712328767124,230.76712328767124,6.018562284841511,3.0,4.0,0.08,35,35,287,181.58904109589042,78.63013698630137,1.5 baths,57.69178082191781,1.3333333333333333,0.0,2.60806747473246
670,"Antwerp, Belgium",within a few hours,80.0,50.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Private room in condo,Private room,1.0,30,100,t,8,20,0,0,4.85,5.0,4.9,5.0,5.0,5.0,4.8,f,40.0,40.0,0.0,2.0,2.0,0.51,38,68,158,17.315068493150687,43.28767123287671,1 shared bath,20.0,1.0,0.0,0.0
671,"Antwerp, Belgium",response not available,94.5228426395939,100.0,f,host neighbourhood not available,6,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire loft,Entire home/apt,3.0,2,1125,t,0,111,1,0,4.78,4.85,4.54,4.93,4.96,4.78,4.79,f,75.36712328767123,75.36712328767123,1.6076785866755565,3.0,6.0,2.79,0,0,0,0.0,0.0,2.5 baths,12.561187214611872,2.0,0.0,2.133129827098688
672,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,156,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,1,5,t,14,91,34,2,4.15,4.29,3.98,4.49,4.45,4.8,4.21,t,74.66301369863014,74.66301369863014,35.694504713146614,8.0,12.0,2.28,41,70,341,68.84931506849315,93.42465753424658,1.5 baths,6.221917808219178,1.5,0.0,47.807479158588414
673,host location not available,within an hour,100.0,100.0,t,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,3.0,2,1125,t,6,32,22,0,4.94,4.84,4.87,4.9,4.94,4.9,4.71,f,289.2054794520548,289.2054794520548,14.095396045281584,3.0,6.0,0.8,29,59,251,197.35616438356163,68.76712328767123,2.5 baths,48.200913242009136,2.0,0.0,4.873834365789861
674,"Antwerp, Belgium",response not available,94.5228426395939,85.94274623968947,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,3,30,t,0,5,0,0,4.4,4.6,4.0,4.6,5.0,4.0,4.4,t,75.0,75.0,0.0,1.0,2.0,0.13,0,0,0,0.0,0.0,1 bath,37.5,2.0,0.0,0.0
675,"Antwerp, Belgium",within an hour,96.0,92.0,f,host neighbourhood not available,18,"['email', 'phone']",t,neighbourhood not available,Entire guest suite,Entire home/apt,1.526491646778043,1,1125,t,15,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,133.2931506849315,133.2931506849315,106.59430165475872,5.0,6.0,0.14,40,70,204,77.97260273972603,55.89041095890411,1 bath,22.215525114155252,1.2,0.0,79.96982673679794
676,"Antwerp, Belgium",within an hour,96.0,92.0,f,host neighbourhood not available,18,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.526491646778043,1,1125,t,12,30,1,0,4.53,4.57,4.83,4.77,4.6,4.57,4.67,f,192.6054794520548,192.6054794520548,181.43826477878656,3.0,6.0,0.78,35,63,199,102.84383561643835,54.52054794520548,1.5 baths,32.100913242009135,2.0,0.0,94.20202649216526
677,"Antwerp, Belgium",within an hour,100.0,98.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,1125,t,2,47,6,0,4.87,4.96,4.96,4.89,4.89,4.98,4.83,t,122.83561643835617,122.83561643835617,14.987553167957932,2.0,4.0,1.19,10,13,216,76.04109589041096,59.178082191780824,3 baths,30.708904109589042,2.0,0.0,12.201309036031326
678,host location not available,a few days or more,40.0,25.0,f,host neighbourhood not available,12,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,21,1000,t,29,0,0,0,4.661060291060291,4.7311087866108785,4.645094142259414,4.817196652719665,4.824921548117155,4.752520920502092,4.655899581589958,f,119.0,119.0,0.0,5.0,5.0,1.7640488565488563,59,89,364,118.67397260273972,99.72602739726028,2 baths,23.8,1.0,0.0,0.0
679,"Amsterdam, Netherlands",response not available,94.5228426395939,85.94274623968947,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,3,50,t,0,10,0,0,4.44,4.22,3.89,5.0,4.89,5.0,4.67,t,47.0,47.0,0.0,1.0,2.0,0.25,0,0,0,0.0,0.0,1 bath,23.5,2.0,0.0,0.0
680,host location not available,a few days or more,40.0,25.0,f,host neighbourhood not available,12,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,14,1125,t,29,0,0,0,4.661060291060291,4.7311087866108785,4.645094142259414,4.817196652719665,4.824921548117155,4.752520920502092,4.655899581589958,f,61.0,61.0,0.0,2.0,2.0,1.7640488565488563,59,89,364,60.83287671232877,99.72602739726028,1 bath,30.5,1.0,0.0,0.0
681,"Zoersel, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,2,1125,t,3,5,1,1,4.8,5.0,4.8,4.8,5.0,3.8,4.8,t,55.0,55.0,0.0,1.0,2.0,0.13,3,6,34,5.123287671232877,9.315068493150685,1 bath,27.5,2.0,0.0,0.0
682,host location not available,a few days or more,40.0,25.0,f,host neighbourhood not available,12,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,14,1125,t,29,0,0,0,4.661060291060291,4.7311087866108785,4.645094142259414,4.817196652719665,4.824921548117155,4.752520920502092,4.655899581589958,f,99.0,99.0,0.0,5.0,5.0,1.7640488565488563,59,89,364,98.72876712328767,99.72602739726028,1 bath,19.8,1.0,0.0,0.0
683,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,156,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,5,t,5,122,43,3,4.29,4.32,4.25,4.56,4.62,4.87,4.35,t,74.66301369863014,74.66301369863014,35.694504713146614,4.0,6.0,3.26,19,44,311,62.821917808219176,85.2054794520548,1.5 baths,12.443835616438356,1.5,0.0,47.807479158588414
684,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,156,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,5,t,9,105,37,0,4.06,4.0,3.87,4.36,4.42,4.74,4.07,t,74.66301369863014,74.66301369863014,35.694504713146614,4.0,6.0,2.7,28,58,324,65.58082191780822,88.76712328767124,1.5 baths,12.443835616438356,1.5,0.0,47.807479158588414
685,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,156,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,5,t,8,71,24,2,4.31,4.32,4.3,4.49,4.51,4.82,4.38,t,74.66301369863014,74.66301369863014,35.694504713146614,4.0,6.0,1.81,27,57,322,65.13150684931507,88.21917808219179,1.5 baths,12.443835616438356,1.5,0.0,47.807479158588414
686,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,156,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,5,t,9,57,22,1,4.14,4.3,4.09,4.61,4.67,4.79,4.28,t,74.66301369863014,74.66301369863014,35.694504713146614,4.0,6.0,1.47,31,61,330,66.66027397260274,90.41095890410958,1.5 baths,12.443835616438356,1.5,0.0,47.807479158588414
687,"Antwerp, Belgium",within an hour,80.0,99.0,f,host neighbourhood not available,19,"['email', 'phone']",t,"Antwerpen, Belgium",Entire serviced apartment,Entire home/apt,1.0,1,1125,t,14,25,9,0,4.67,4.67,4.92,4.79,4.75,4.83,4.67,t,194.77534246575343,194.77534246575343,35.633573889492055,1.0,2.0,0.66,14,17,290,151.82465753424657,79.45205479452055,1 bath,97.38767123287671,2.0,0.0,18.294704780589647
688,"Antwerp, Belgium",within an hour,80.0,99.0,f,host neighbourhood not available,19,"['email', 'phone']",t,"Antwerp, Belgium",Entire serviced apartment,Entire home/apt,1.0,1,1125,t,24,23,5,1,4.78,4.91,4.96,4.91,5.0,4.74,4.87,t,198.2821917808219,198.2821917808219,26.04370451056163,1.0,2.0,0.59,51,81,356,194.16438356164383,97.53424657534246,1 bath,99.14109589041095,2.0,0.0,13.134666445159098
689,"Antwerp, Belgium",within an hour,80.0,99.0,f,host neighbourhood not available,19,"['email', 'phone']",t,"Antwerp, Belgium",Entire serviced apartment,Entire home/apt,1.0,1,1125,t,19,46,5,0,4.76,4.78,4.8,4.87,4.76,4.83,4.63,t,199.14794520547946,199.14794520547946,25.597583750095264,1.0,2.0,1.17,49,79,354,193.65205479452055,96.98630136986301,1 bath,99.57397260273973,2.0,0.0,12.853551526069653
690,"Antwerp, Belgium",within an hour,80.0,99.0,f,host neighbourhood not available,19,"['email', 'phone']",t,"Antwerp, Belgium",Entire serviced apartment,Entire home/apt,2.0,1,1125,t,19,31,5,1,4.77,4.94,4.9,4.97,4.87,4.97,4.74,t,285.1123287671233,285.1123287671233,68.88340990957647,3.0,4.0,0.79,47,77,349,271.73150684931505,95.61643835616438,1.5 baths,71.27808219178083,1.3333333333333333,0.0,24.16009514826688
691,"Antwerp, Belgium",response not available,94.5228426395939,85.94274623968947,f,host neighbourhood not available,1,['phone'],t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,14,90,t,0,20,0,0,4.95,4.95,4.85,4.95,5.0,4.95,4.95,f,84.43287671232876,84.43287671232876,7.768208931181921,2.0,2.0,0.52,0,0,0,0.0,0.0,2.5 baths,42.21643835616438,1.0,0.0,9.200455123244213
692,host location not available,response not available,94.5228426395939,53.0,f,host neighbourhood not available,2,"['email', 'phone']",f,neighbourhood not available,Entire rental unit,Entire home/apt,1.526491646778043,2,1000,t,0,4,0,0,4.75,4.5,4.0,5.0,5.0,4.75,4.75,f,139.0,139.0,0.0,2.0,2.0,0.11,0,0,0,0.0,0.0,1 bath,69.5,1.0,0.0,0.0
693,"Antwerp, Belgium",within an hour,80.0,99.0,f,host neighbourhood not available,19,"['email', 'phone']",t,"Antwerpen, Belgium",Entire serviced apartment,Entire home/apt,1.526491646778043,1,1125,t,27,49,12,0,4.67,4.79,4.71,4.9,4.85,4.77,4.56,t,181.04109589041096,181.04109589041096,28.37525153887851,1.0,2.0,1.25,57,87,362,179.75616438356164,99.17808219178083,1 bath,90.52054794520548,2.0,0.0,15.673375925681984
694,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,156,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,1,5,t,3,102,21,0,4.34,4.43,4.3,4.63,4.75,4.91,4.35,t,74.66301369863014,74.66301369863014,35.694504713146614,4.0,9.0,2.62,23,49,310,63.794520547945204,84.93150684931507,1.5 baths,8.295890410958904,2.25,0.0,47.807479158588414
695,"Antwerp, Belgium",within an hour,80.0,99.0,f,host neighbourhood not available,19,"['email', 'phone']",t,"Antwerp, Belgium",Entire serviced apartment,Entire home/apt,1.0,1,1125,t,25,23,9,0,4.7,4.78,4.78,4.83,4.78,4.96,4.52,t,243.55616438356165,243.55616438356165,54.104703605884325,2.0,4.0,0.59,55,85,360,240.77534246575343,98.63013698630137,1 bath,60.88904109589041,2.0,0.0,22.21446693530538
696,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,156,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,1,5,t,6,52,21,0,4.31,4.35,4.19,4.48,4.58,4.75,4.31,t,74.66301369863014,74.66301369863014,35.694504713146614,4.0,9.0,1.37,21,50,319,66.12602739726027,87.3972602739726,1.5 baths,8.295890410958904,2.25,0.0,47.807479158588414
697,"Antwerp, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire townhouse,Entire home/apt,2.0,1,1125,t,18,118,47,2,4.86,4.89,4.9,4.89,4.92,4.38,4.78,t,75.0,75.0,0.0,6.0,7.0,3.07,39,62,323,66.36986301369863,88.4931506849315,1.5 baths,10.714285714285714,1.1666666666666667,0.0,0.0
698,"Bishkek, Kyrgyzstan",within a day,89.0,80.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.526491646778043,5,1125,t,12,12,6,0,5.0,5.0,4.92,5.0,5.0,4.67,5.0,f,73.73150684931507,73.73150684931507,3.5909255561123765,1.0,3.0,0.31,33,63,63,11.917808219178083,17.26027397260274,1 bath,24.57716894977169,3.0,0.0,4.87027284475705
699,"Antwerp, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,2,7,t,0,238,84,7,4.98,4.98,5.0,4.99,4.99,4.87,4.93,f,71.42465753424658,71.42465753424658,2.2600071004166034,1.0,2.0,6.08,5,23,23,4.4520547945205475,6.301369863013699,1 bath,35.71232876712329,2.0,0.0,3.1641833204912166
700,host location not available,a few days or more,40.0,25.0,f,host neighbourhood not available,12,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,3.0,14,1125,t,29,0,0,0,4.661060291060291,4.7311087866108785,4.645094142259414,4.817196652719665,4.824921548117155,4.752520920502092,4.655899581589958,f,119.0,119.0,0.0,6.0,6.0,1.7640488565488563,59,89,364,118.67397260273972,99.72602739726028,2 baths,19.833333333333332,1.0,0.0,0.0
701,"Antwerp, Belgium",within a day,50.0,46.0,f,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Private room in home,Private room,2.0,1,1125,t,0,3,1,0,4.67,5.0,4.67,5.0,5.0,5.0,4.67,f,200.0,200.0,0.0,2.0,4.0,0.08,0,0,0,0.0,0.0,1 shared bath,50.0,2.0,0.0,0.0
702,"Antwerp, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,3,1125,t,2,51,27,1,4.96,4.96,4.9,4.98,4.96,4.8,4.82,t,143.93698630136987,143.93698630136987,15.504833585661036,2.0,2.0,1.36,2,2,3,1.6821917808219178,0.821917808219178,1.5 baths,71.96849315068494,1.0,0.0,10.77195930252256
703,"Antwerp, Belgium",within an hour,80.0,99.0,f,host neighbourhood not available,19,"['email', 'phone']",t,"Antwerpen, Belgium",Entire serviced apartment,Entire home/apt,1.0,1,1125,t,27,18,3,0,4.71,4.88,4.88,4.94,4.88,5.0,4.53,t,243.18082191780823,243.18082191780823,54.419010943509875,2.0,4.0,0.48,57,87,362,241.66849315068492,99.17808219178083,1 bath,60.79520547945206,2.0,0.0,22.378002720092276
704,"Antwerp, Belgium",within an hour,100.0,85.0,f,host neighbourhood not available,3,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,1125,t,22,10,5,1,4.8,4.8,4.7,4.8,5.0,4.7,4.9,f,112.15616438356165,112.15616438356165,19.184335602266167,2.0,7.0,0.28,52,82,357,109.98630136986301,97.80821917808218,1.5 baths,16.022309197651662,3.5,0.0,17.105021117392948
705,"Knokke-Heist, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,27,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Room in boutique hotel,Private room,1.0,1,1125,t,20,186,54,6,4.49,4.75,4.68,4.91,4.87,4.82,4.56,t,65.30958904109589,65.30958904109589,12.210157953451345,2.0,2.0,4.83,29,29,29,4.945205479452055,7.9452054794520555,1 private bath,32.654794520547945,1.0,0.0,18.69581195154686
706,host location not available,within an hour,100.0,77.0,t,host neighbourhood not available,2,['phone'],t,neighbourhood not available,Private room in townhouse,Private room,1.0,2,1125,t,12,27,15,0,4.96,4.96,4.96,4.96,4.96,4.96,4.96,f,70.0,70.0,0.0,1.0,2.0,0.7,32,62,152,29.15068493150685,41.64383561643836,1 shared bath,35.0,2.0,0.0,0.0
707,host location not available,within an hour,100.0,77.0,t,host neighbourhood not available,2,['phone'],t,neighbourhood not available,Private room in townhouse,Private room,1.0,2,1125,t,17,46,10,0,4.85,4.91,4.74,4.96,4.96,4.89,4.8,f,65.0,65.0,0.0,1.0,2.0,1.19,38,68,343,61.082191780821915,93.97260273972603,1 shared bath,32.5,2.0,0.0,0.0
708,"Antwerp, Belgium",response not available,94.5228426395939,0.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,1,31,t,0,29,0,0,4.79,4.97,4.97,4.97,5.0,4.69,4.86,f,68.0,68.0,0.0,1.0,2.0,0.75,0,0,79,14.717808219178082,21.643835616438356,1.5 baths,34.0,2.0,0.0,0.0
709,"Rumst, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire condo,Entire home/apt,2.0,2,730,t,15,65,26,3,4.69,4.88,4.58,4.97,4.98,4.83,4.78,t,123.26575342465753,123.26575342465753,7.917365445549069,4.0,6.0,1.76,43,73,348,118.12602739726027,95.34246575342465,1 bath,20.54429223744292,1.5,0.0,6.4230049511588945
710,"Antwerp, Belgium",within an hour,100.0,93.0,f,host neighbourhood not available,1,"['email', 'phone', 'work_email']",f,"Antwerpen, Vlaanderen, Belgium",Entire townhouse,Entire home/apt,1.0,1,1125,t,26,63,25,1,4.46,4.65,4.17,4.84,4.89,4.76,4.48,t,128.07123287671232,128.07123287671232,7.843620622190387,2.0,4.0,1.66,56,83,355,124.59452054794521,97.26027397260275,1.5 baths,32.01780821917808,2.0,0.0,6.124420329224942
711,"Antwerpen, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Private room in condo,Private room,1.0,2,1125,t,0,14,0,0,4.71,4.93,4.86,4.93,4.71,4.86,5.0,f,39.016438356164386,39.016438356164386,0.221764712106667,1.0,2.0,0.36,0,0,0,0.0,0.0,1 shared bath,19.508219178082193,2.0,0.0,0.5683878935393122
712,"Antwerpen, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire condo,Entire home/apt,1.0,2,40,t,0,18,9,1,5.0,4.94,4.89,4.94,4.89,4.56,4.78,t,97.3013698630137,97.3013698630137,5.741417224404969,1.0,2.0,0.48,0,0,0,0.0,0.0,1 bath,48.65068493150685,2.0,0.0,5.90065405295738
713,"Antwerp, Belgium",response not available,94.5228426395939,75.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,30,1125,t,0,9,3,0,4.67,4.56,4.56,4.89,4.78,4.56,4.78,f,40.961643835616435,40.961643835616435,2.3118560960972916,2.0,2.0,0.23,0,21,40,4.602739726027397,10.95890410958904,1 bath,20.480821917808218,1.0,0.0,5.643953414992385
714,host location not available,within an hour,100.0,62.0,t,host neighbourhood not available,2,['phone'],t,"Antwerpen, Vlaanderen, Belgium",Private room in rental unit,Private room,1.526491646778043,3,1125,t,0,7,5,0,4.86,4.86,4.86,5.0,5.0,4.86,5.0,f,59.45205479452055,59.45205479452055,1.5640281177246405,1.0,1.0,0.3,0,0,264,43.397260273972606,72.32876712328768,1.5 baths,59.45205479452055,1.0,0.0,2.630738539029925
715,"Edegem, Belgium",response not available,94.5228426395939,85.94274623968947,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,90,1125,t,30,0,0,0,4.661060291060291,4.7311087866108785,4.645094142259414,4.817196652719665,4.824921548117155,4.752520920502092,4.655899581589958,t,46.054794520547944,46.054794520547944,4.773698576917746,2.0,3.0,1.7640488565488563,60,90,90,9.863013698630137,24.65753424657534,1 bath,15.351598173515981,1.5,0.0,10.365258658982613
716,"Antwerp, Belgium",response not available,94.5228426395939,88.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,3,1125,t,0,8,6,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,95.0,95.0,0.0,1.0,2.0,0.21,0,0,0,0.0,0.0,1.5 baths,47.5,2.0,0.0,0.0
717,"Antwerp, Belgium",within a few hours,100.0,33.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,2,50,t,8,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,87.82191780821918,87.82191780821918,20.340063903749435,1.0,2.0,0.08,8,38,38,9.04109589041096,10.41095890410959,1.5 baths,43.91095890410959,2.0,0.0,23.160578146524855
718,"Antwerp, Belgium",within an hour,80.0,99.0,f,host neighbourhood not available,19,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire serviced apartment,Entire home/apt,1.526491646778043,1,1125,t,1,60,18,0,4.82,4.77,4.9,4.85,4.87,4.87,4.7,t,169.94794520547944,169.94794520547944,26.00496629232809,1.0,2.0,1.55,17,47,320,150.3041095890411,87.67123287671232,1 bath,84.97397260273972,2.0,0.0,15.301724455030149
719,"Antwerp, Belgium",within an hour,100.0,95.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Private room in home,Private room,1.0,1,7,t,10,64,39,1,4.77,4.91,4.66,4.84,4.92,4.77,4.67,f,56.0,56.0,0.0,2.0,4.0,1.66,26,39,305,46.794520547945204,83.56164383561644,1.5 baths,14.0,2.0,0.0,0.0
720,"Antwerp, Belgium",within a day,50.0,14.0,f,host neighbourhood not available,3,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,10,10,t,29,0,0,0,4.661060291060291,4.7311087866108785,4.645094142259414,4.817196652719665,4.824921548117155,4.752520920502092,4.655899581589958,f,65.2931506849315,65.2931506849315,0.4558317982881076,1.0,3.0,1.7640488565488563,59,89,89,15.849315068493151,24.383561643835616,1 bath,21.764383561643836,3.0,0.0,0.6981311110068785
721,"Antwerp, Belgium",within an hour,100.0,95.0,f,host neighbourhood not available,1,"['email', 'phone']",f,"Antwerpen, Vlaanderen, Belgium",Entire townhouse,Entire home/apt,1.0,2,60,t,29,13,12,0,4.62,4.54,4.0,4.92,4.92,4.62,4.31,f,71.1013698630137,71.1013698630137,8.913388083625051,3.0,3.0,0.36,38,38,38,8.032876712328767,10.41095890410959,1.5 baths,23.700456621004566,1.0,0.0,12.536169276060201
722,"Antwerp, Belgium",within an hour,100.0,99.0,t,host neighbourhood not available,20,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,1,1125,t,22,44,4,0,4.75,4.84,4.75,4.95,4.91,4.93,4.73,f,91.84931506849315,91.84931506849315,4.520014200833205,2.0,3.0,1.14,52,82,357,89.84383561643835,97.80821917808218,1 bath,30.616438356164384,1.5,0.0,4.921119115001103
